video ID,uploader,age,category,length,views,rate,ratings,comments,num related,ap,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29
NItsaCCXD3M,elementskater101,883,People & Blogs,188,1758,3.5,6,29,0,19.8,,,,,,,,,,,,,,,,,,,,
P6-jmAHhvrw,Roshcat,909,People & Blogs,5,2302,4.57,7,4,0,5.2,,,,,,,,,,,,,,,,,,,,
gPbM0b_U_Xg,cipik87,879,People & Blogs,259,417,1,3,0,20,1.2,l2o171qXBQU,bC53LdPHcIA,67KQsBgZWOM,nU9W2UUHMGc,TdupDlJ9pno,1vNTZk0UX_8,8cbrBiVYh_c,n6ucUz_G9nU,ssVOTm-9K3k,2xtbZ8HzzTw,tBPFpiVEzig,iZvKODQMzOs,-orJz30UE6k,dxdd0y1KAuU,FPmkr2H0KQo,mDr_BfGwivc,6TwuCyDBaBI,iIIN_KqjDyg,m3He0JbNIdI,OYuu_PyYzmk
eQnDJwuX6z4,ionutcioana,968,People & Blogs,69,1180,1,1,0,20,0.4,u2WrUC-HaZU,zIGfyqi86j8,pPm15mwcwy0,glkIh3Z1qfA,qbVQewX8o8E,ZPtw4FK3W38,JJwBrNOSUGk,hVqlV6TK6Gk,hj2mlvLC6zk,bC53LdPHcIA,jqLukIrL8u0,4bysmI1MJWA,2nUYrJjjPgc,Rii46Z5tTlk,Q4FX6erITsI,m_FCNm4xymU,HhOgX1pB1Og,fBL1S7xCWm0,8N3s8KctP4w,QkqH3TfU4F8
VP6tALk9ToE,stefanmihairadu,854,People & Blogs,173,276,5,3,3,20,3,XGWb_ZFGgjw,tDanYfBIa-I,z4jEdAixtFU,jkcai_4-k4I,tGoq-Cy98As,hNI136kcQd4,QrYYzhs3q_M,BGmmKj0y1qI,WcP0zri_1w0,_Zb0nvGwiJ8,PSm5xmvlraA,kGXk0fCl5EQ,4HKabpzwpvU,5uqrn1UatM4,U_kuEB_mpzE,9mq6AJaOZBA,5_pvNAMogeI,OnRNFv8jmSg,PJ7PejFygPQ,3_9Yz9wZPOs
mILDoZb0PpQ,americanidol1492,853,People & Blogs,198,5044,3.84,31,40,20,36.4,uJFPO7YSzxI,doWM1ceRYog,TpObqt1ZjpU,4l0CnTBd55E,fdSnEyRNcfA,8TYxZADz37g,tNren4-aY_Y,566ruB6xhX8,oQHmDvzo_0c,Uuio1kakOFo,A5sNDkayQ40,a4X7eFbP3u4,pyEySwWALjo,Y1-lc9E4HW4,XgCSDsc3Nnc,9z0q0FKOwlc,kYBww9yTfc4,E-YpLpoAh20,rK-g66-7pqE,0X0XePMzENM
HNGDJD42aFo,jasperw,1197,People & Blogs,260,962,4.5,8,15,0,12.2,,,,,,,,,,,,,,,,,,,,
sHrpr5sYiZM,redesipe,888,People & Blogs,180,5068,3.72,18,29,0,24.6,,,,,,,,,,,,,,,,,,,,
WULBZfWovA0,ohshttson,1183,People & Blogs,205,2007,4.84,38,46,20,42.8,iHEyA99Hn6Y,RLkTzq7EudM,SH9axpWKnZU,ztl7S0PUa24,pUANZUV4EC4,T407UMcAvzM,8yJ36EhPQQY,QONWaavEJGw,7mVFz_K7TbQ,peUADKbWtk4,8YL36ejkmCU,4HYPSqsF3Fo,XK0mCzPL7Hc,fthkmxjGm4o,jwPo79UBckM,pctBAoDAU-8,64aC_YBV8KM,rBK-16IjleU,yBwE2-O67a8,Y6fPT9llspw
FD262D009Jk,jennyhyun,884,People & Blogs,225,12125,4.48,33,15,20,22.2,iJYKKU80-0M,Pc8AUqqVfKU,Y1h3aE3Rfik,GiR2ezUUVQg,rdVrWB0M_L4,y8eWNu0iaGw,MJd17PdF5O8,pj7f3TQjJdA,aD0g2i-aJU0,A4jAjRKsd60,1Fa1I9dyYbo,U7Ssv9kXr0o,bDyUcmoIkl0,N1JhxH9RGdg,YHoQcQFDRI0,f-KqKK-4pfY,-U4DvCgHvSw,7EDhKFQIVIU,h5b54VsiV70,hjrXoEFZEao
v0ZG6bg08YY,funkykatie41,1132,People & Blogs,141,296,5,2,2,0,2,,,,,,,,,,,,,,,,,,,,
v0_zdqWpOQk,YumikoWatanabe,1176,People & Blogs,213,1066,3.08,12,27,20,21,gDFMTcbwUyk,QZx9Edsoa9k,XlFXyaPtKPc,k5gSlRmZ-I4,K1XKKvj5vSA,ECp5ji3r9KQ,FQqgwXWJZLA,qowdb4viSWU,lyaAQA_aGNc,YrF0HvYW3eY,n1FjNwLdhMA,XLwvE4emkbw,i2V-TSuBGUg,MwuSWBVavZU,66MFvu4-VaA,2xaaTU2_zQs,64iQNn88d_I,qz7ZuQHXpWY,9qYCEkSqWgs,97BCR-orOPk
5O6N_7u7uZI,trentik,1186,People & Blogs,113,51,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
_ywTLmEbnLw,filmmusictv,565,People & Blogs,38,8227,2.1,10,4,20,6.4,5sRC8H56L1U,VcwHs83Opi0,VXTuR4kGrCY,d-Hnumo_FlY,33orc70TAxg,H7DzECSMq18,0SSAd9tMkkA,JvzWa-Tf_IU,Kt5AbcZRMKY,vqhP2byQW4k,j4_mijKDw84,wJhZMJJDSGc,GhWRXHUD_MQ,_XBvQlawN08,sA7niN43m8Q,2OFFlAq_hSA,XUR4k0LyTdc,AJtBZvF88KI,oJFm_SbGh38,SG79IUnXW2c
ktSFDVf8WsQ,JAGDavis,919,People & Blogs,32,58,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
zj8eZ4YSysg,godessmork,1220,People & Blogs,411,57,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
q0qQmm-pq8w,LearningAllTheTime2,1098,People & Blogs,167,841,0,0,2,0,1.2,,,,,,,,,,,,,,,,,,,,
Km9PYbzNJkc,spashleyboy,1232,People & Blogs,217,321,5,10,16,20,13.6,InvOg4oj85Y,ZlxRGjQ1UCI,3fk2fFRI3qY,I6C06yQbJ9g,z2vTSho79AI,gI_xw3X7yTw,hNAPQAYhplU,0Pu4pih4aNw,FV7thmQN_rk,1jdILYbSkwQ,7SYHpVnP_J4,1KLG4a90-f8,6seMZs5FC24,vLguqENEpXY,eC5M9tO0Oqw,kVdGw6gTfDU,0NOFVjjQ_2c,3xT56GzjYvw,alaGk1O1TIw,UeLXwFRKK_Y
_Bp5I23wkQw,spashleyboy,1210,People & Blogs,196,382,4.43,7,12,20,10,Ok9ffyyRoRA,t8kdQyH9KOU,IYboVblqQ0E,3yJ2i6mc7bM,PpQh_hzcjQA,Km9PYbzNJkc,F7Vp23wijnQ,w9D_OlYxz44,I6C06yQbJ9g,c-fONMMfk_k,yCto3PCn8wo,aBdMSZzyoNg,a8a1c4qna_w,T8FE7ZX7Wps,KJLjkFnfdyw,-RscgKF-BJg,BV3e8EixrrQ,JFW-fmbTDTo,7-B9TWOaW0c,cxQus_z5ONY
xC9c4QzfFug,spashleyboy,1152,People & Blogs,223,348,5,5,10,20,8,EN3bjaBjlOs,egNteJQDy0s,HdEpmmx1-ww,_jOsHkuAmzE,KOVHbSdd6ik,AxjFCHH_mOE,378zp7Hd3Fk,UZR6tuw5qB0,NcrpfKrTLFE,LV-SAxHkOLQ,i5rnbriCe6M,aeOHwYaJZq4,I6C06yQbJ9g,lk908PNBWDY,nBRB2on2F2U,Jv5SfyPe8Ts,ITlYF8tPOqM,LSmlj0R-fRY,sG8e63-vGJU,fdM1h7l-ZZA
JFW-fmbTDTo,spashleyboy,1150,People & Blogs,218,1309,4.96,24,35,20,30.6,ZnVgXp7pWd4,Rg1AIrg4RUA,tCYpEK0CuOQ,ZXZsZSR47gU,LV-SAxHkOLQ,aeiU6NB6ThA,i5rnbriCe6M,xX3IdkWbOY0,Y5GeTiEMLo4,7wWo1ljx928,az_DXUaA3Ng,7H8ufzCs-z0,RW8HFoloE08,I6C06yQbJ9g,3fk2fFRI3qY,aBdMSZzyoNg,1KQRfu8F82U,grzCElP9Eu0,w9D_OlYxz44,_Bp5I23wkQw
Ms5-oGnZv1w,ZinGyY,802,People & Blogs,159,19018,4.05,19,18,20,18.4,jV8lBZ70uDE,VprfbLwx_90,3Ri4I6SiT5w,ro0B5VfW_uY,zT40ikdpFHs,f9C4dxdMQAo,L8Wrs9rZGi8,ZaUtpTP7YQo,Y_TTjhmm5vU,RNlHw7cXVTY,QJMy3cPGExc,PO8ujYvFzuM,KH4946hLH10,_9xHLmDTEqU,fm_UOPTbmlY,qLp_gNA7MgI,kMzGxacIDuM,prW1bbeSqv0,Xo5fiysf7mo,J1MhOpGSR50
TcAXjvjBr38,glupieludi,951,People & Blogs,69,14191,4.55,40,68,20,56.8,fqrvk8pG-zw,QBdapGiGqx4,f9C4dxdMQAo,LYnAJbB_CfM,O2WIiICaADI,-FYjaqdikBk,l0DIeCWS0ck,qMHDlwn9ghA,0jDXuB8oYKw,ojdbbELL5eQ,fOLsTAScLWA,wb5PLWiGKKI,tK4PfxjKnQw,H_ujd2nIs-o,5sZ1m4rD3Do,KH0vrK4YvvA,iClfLMXoMsc,3MrdLw-_2oA,Av0cvxElRp8,MaG1FjB1GQ0
ZaUtpTP7YQo,fidgik,802,People & Blogs,51,41502,2.16,32,0,20,12.8,fNwgY_nBB8s,XINs73RITK0,kiKByblXCqA,f9C4dxdMQAo,36Zq4KywoaI,TkryBdFrD5s,cp_81XFHsq0,uzUVOBxKhSc,QJMy3cPGExc,fvvAgiYczx8,wsaB35VYV3g,mfyQls9qumE,wLg43X_PRXk,qLp_gNA7MgI,3Ri4I6SiT5w,Ms5-oGnZv1w,VprfbLwx_90,5O81rb0J6cE,PO8ujYvFzuM,fOLsTAScLWA
3AqPnZA-HRY,bertugan1,911,People & Blogs,97,21904,2.5,8,5,20,6.2,hggh6LBOhcg,M0ASpg6tfas,6sSpYwevgZo,f9C4dxdMQAo,w-Ka4_OVvNg,iJL7kJIJlCQ,T_Gi2CrbdOU,V-2ng27dEo0,jV8lBZ70uDE,QWTL7X1A-Vw,9GpjI1U2m9E,zVmSmlyUAUQ,zT40ikdpFHs,8lVBo65ntns,3wpw1j3OLBE,26t8pbpPd8A,Ff-wKsO7g4I,LwuW4Q25CSE,0sBvi8chdjk,-IEPgZU7AaY
Xo5fiysf7mo,ANTIFRISz,1077,People & Blogs,23,10036,1.44,9,3,20,5.4,jV8lBZ70uDE,qLTBQlwq-k4,QJMy3cPGExc,f9C4dxdMQAo,bWWYW5eB6Do,Pe4e67wI1Nw,KH4946hLH10,RjpMHpEMV-g,8AUBC3YRJzg,qLp_gNA7MgI,PO8ujYvFzuM,QC9p-kxw3KM,hA3DcymMFxk,Ms5-oGnZv1w,L8Wrs9rZGi8,WH2pqEu4hM8,LcT4_3GSN78,qLLW499lFVw,Aj-_ed15GfY,ZqQVgzkuxaQ
w6ZrX4Yi51U,artemspec,824,People & Blogs,150,30282,2.64,14,7,20,9.8,IPbI17Adijc,f9C4dxdMQAo,kLVB_asTLgE,_9xHLmDTEqU,_Q9QRGjO6V8,KH4946hLH10,gEED4G0RjF0,FqxkAwLWjYw,Gx9dw46RfHc,xe-550LcPU4,BEvwVapfLmQ,XzXgT47zDu8,PvZzkIH1MRM,9_ndnRzOIqY,0x2dWgJ7Qy8,nvmrGU2gFOI,SXx3AldqhvY,QWOAVx8mi1M,q_vg556Q_ZU,qLp_gNA7MgI
ojdbbELL5eQ,glupieludi,951,People & Blogs,159,3040,3.17,6,1,20,3,PLhmNAc0Ho8,1QsoDA7X1oQ,qqhhikD3c8s,f9C4dxdMQAo,fOLsTAScLWA,TcAXjvjBr38,tK4PfxjKnQw,PKnI9S9gzM0,gqV46SeVmDo,pXGFPtccwAY,H_ujd2nIs-o,MMa3qpy34bY,8Kp3DjbM9pg,NLXH9cm4irY,OB1YeaKmEfo,CL751smQQiw,Av0cvxElRp8,ODGVqidp9Dc,iJL7kJIJlCQ,aJ7D1ncgX8w
un4fhfgAeLw,wrightmehere,630,People & Blogs,133,109104,4.66,179,119,20,143,Z8I9PlVxSGo,Ls9Nws_Tjrk,u10a8zSq8xk,niEHlUhgAHg,ggY3ahckvj8,6VHmk3TujZA,z0dclcvmTCA,cRWg23kqRN0,BxxMSW9VQEc,jjDzCNBycbY,1pc6BDkk4CA,VOPRJxMznuA,uPrCNh51dQo,II8uBb_HhH8,Rh0C78N9rXI,b4J0AkxpDzM,L-Pn8831cdY,a9CNzzSc6ik,Fgaf-bVbH0E,MjKx12BBVu0
8ZRJvz6T-78,calley319,1187,People & Blogs,200,405,3.57,7,6,0,6.4,,,,,,,,,,,,,,,,,,,,
pIQAFBKssvw,MyKaraokeChannel,1119,People & Blogs,178,7479,4.53,17,5,20,9.8,dDZnQANtdw4,8-twrTqoFoc,HDOH0vnQhDs,t1-XRxwFv64,qcL-EgkJCqA,qXrsJT_4XAg,1uuLucmC9TA,EIOybKPZV2I,HxXP2hk8C7U,2d_oPDyX9rs,DYvv-MWunN8,1f2XKx7OrtQ,fiC3wJFA1YY,Z-9yV4Re-jw,2DNWrHtyVek,21ptwrSmkYs,IoGv9FB8Spg,Tx6LdhDs3ek,tKh86kOoiWQ,G5NZI8NmBLA
dtwicfWaZuk,ChocolatechipBri,889,People & Blogs,26,442,5,2,1,20,1.4,C2-mk7yGeqQ,piPGxD3icSQ,cx91b7l2eXs,xdqh8U1zOHo,rxGiBp7SAgg,BBx-T5guyEI,DeWjQUmcvQk,kjUYWBEcPqk,OB9Ae92lSyE,Gm7AZQ9sNxI,B3xa-g6HeAY,pQJdxs-koww,vZXo6sEol4M,TSzB-GNyV8Q,CopVIA4WeVM,I_WHbJ64ZbU,xFrPNoM0odQ,m2x85i6rH3Q,h24_zoqu4_Q,IVx7akw6594
j_iCex2krRY,JaaduKiJaapi,909,People & Blogs,306,4491,5,10,30,20,22,DnjJvxVsebE,I4Rzz4XuhJ8,Cw9Cc7R1tv8,Rzb2tXscWto,HQAuElWV7kw,RhLPufBCSfQ,SmejHVLw9ow,k2bQskAzk0A,TwKCh5_LAO0,3IG18lu9d-U,07dRse2EVJc,2Qfit_rAs00,HG3md21VEaQ,gW02ioypsJQ,yBGkY5uM76Q,z1NGveiBQhM,-n7duwZyd40,STXAl6BOjt0,DeckFhfyO3k,Y50ZtcytoDk
OE1-cb_OM38,tammicooksforyou,1096,People & Blogs,233,43,5,2,2,0,2,,,,,,,,,,,,,,,,,,,,
dJbDqR0mEks,Timaya,427,People & Blogs,215,31187,4.48,106,160,20,138.4,FL5QRV5kZ-c,7uNSsDM9ejg,-gKYYD4BOyg,uGVz7fvqXzc,ctjc8uytm1g,L0MC_aWRe6E,LfNB-YcEs-A,ZgLn3AJfIdg,A-iFRl5PjFo,aZQ8IjunArc,tb8RkXt59ec,ne6kRXJ8tXw,zxS-cwwYdVc,s05gFNJhVKc,QI14oVCh-nQ,Z6qqS9mbdY4,muNlDc2VS8E,zy48U_HOCew,5VzOXNc1_iU,_aJ6acV_DHE
Ujr4-gEzUJo,Timaya,672,People & Blogs,322,13554,3.86,35,129,0,91.4,,,,,,,,,,,,,,,,,,,,
ZIYzs1i4yC0,Timaya,948,People & Blogs,265,11941,4.57,54,175,0,126.6,,,,,,,,,,,,,,,,,,,,
wwgdxDiM5VU,tiremark34,1157,People & Blogs,102,893,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
GW9nIl4KQPM,priestsubstantial63,1157,People & Blogs,285,4634,4.6,5,1,20,2.6,Nia1H4P_91k,hcRgmIVueyE,KHJg1P46wK0,F2Oaghuvp-w,M-tCMyelvRM,1yWnrwwP0jY,TvgzI-BMz0k,LXiXO2aBesI,-roZ37A8Qbc,SZ8QsfqAa2k,6b4OFepKEEY,5DZtctEdWno,wwgdxDiM5VU,Ob89I0w0KRg,Mr3js2Ay8kM,ShXUpGF1NNk,zjvhZDRcL68,Wx3m8p5YDHo,020Hrdt6D-A,BhskPkZsYyY
XEVED-GAeoU,primpressraul,1207,People & Blogs,240,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MVsGXXN1J3Q,firstluxe,602,People & Blogs,265,329,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
X6Q4IHC2-os,livewithlove93,1055,People & Blogs,255,395,5,8,3,0,5,,,,,,,,,,,,,,,,,,,,
uuSSnTCC4ZQ,7Caio17,1240,People & Blogs,181,232,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
gecNXkcJsog,7ronaldo27quaresma,1253,People & Blogs,35,9910,4.2,5,8,20,6.8,NnDOQEHz_6I,cYSdDS4ijUY,uGRELPbRFfg,11UoFVSBUrY,xKuRker7vvk,9EODCsoLsIg,2bkOa9Oyc3g,WAjOJwF1_Cw,9WnIjJ4Oz7A,dsOLYKot0Lw,mXdskBkD0hs,KbUkiUnTdk0,nvziWO2OUL4,dB_LpFbWaOw,sC_GjsKkFxM,6mq3kPoGjVs,dXEUZtd4uqk,vJLLlmK7L5E,zo1_c_60X28,9xfA6oMvb5w
xKuRker7vvk,erdiploma,917,People & Blogs,28,2044,1,4,3,20,3.4,cYSdDS4ijUY,x-uerRVZddg,gecNXkcJsog,9WnIjJ4Oz7A,ZV7BXns3Tr8,2bkOa9Oyc3g,uGRELPbRFfg,2iHhslpXaDA,FK3o5J-m3AI,KbUkiUnTdk0,WAjOJwF1_Cw,1ap9wF_Mjk0,0TmCKzfW_SA,un7i29H0_C4,G7_KGxmCXlA,rU8uH_Wo3Lk,CtoLxfs5k3g,NT5sh1kDvr0,dfybIJLrDrY,eqOPEa5grE4
g18a0dOBqio,EuclydesMonteiro,1245,People & Blogs,306,167,0,0,0,20,0,8em-GCeXoHw,t95Qu0XSW_o,YqhVGjy3WfI,V_KcYdpLLqw,5P7cL7Akyi8,JbewrLLsb38,AeLISwodYuw,o6d-c1epBy0,PyJmRYFRil8,9sWeOHsX2Xw,vrdVQCGxRxA,DwlBr032OBY,7FktkQtz5oo,pcNdcn5qZSg,NKNPvtFYrU4,q7KBEqVdfXI,e7DW7SOeT2w,D3RySscBoHc,XY2PXbbeqk8,-nWcV8veSjs
J3TWP9-aVXI,7Caio17,1234,People & Blogs,205,1030,0,0,1,20,0.6,rjo1EnPTovs,1082mWNKJMs,q7KBEqVdfXI,R5QzWPt7IFY,sDwcomu5naI,2maV0rKncf8,0S0adMWEHU4,ie2AxGMUs44,mh-60g36nnQ,g3fZoFdMBwY,1zdPabLtcZg,ufTYtQuyMaA,gsJbX2p_Un8,utvNIAE-xW4,dRtEIQfoJjo,-u6yc1eXqzE,i6WD1Hp6bWM,-GJetwg_nGs,epXQ149FVVQ,ReaJiS-TNOc
8YbJpNWe7SE,7Ronaldo07Pato,1241,People & Blogs,540,1074,5,2,1,20,1.4,9kawRF--Gr0,IBpog7DgqZc,0bT6dUIbQSs,vdb5nUs-Z54,tBcCacbU3Kk,MQLA-iwIAkE,1FlDsJQgrNk,jY08dRK8XK0,0FDEtBQB0Wo,Mv6Xr0T0Crk,1RATiBiIfZI,EQeJllz66R0,d7FEppA-208,qG89qvdfNIw,hJAJFXRsE_Y,EfQt7PjBjh8,RXVo9ZSntxo,-whnl2NprtY,wMe2CS1ILWw,SoUhXWEnhkM
e0PesAD7spI,lovelegodude,897,People & Blogs,10,633,1,3,3,0,3,,,,,,,,,,,,,,,,,,,,
TblKPPAgvmk,godofthexbox,1234,People & Blogs,71,188,0,0,3,0,1.8,,,,,,,,,,,,,,,,,,,,
toyBY4zgEKY,godofthexbox,1234,People & Blogs,131,110,0,0,1,0,0.6,,,,,,,,,,,,,,,,,,,,
Ao9ByWO-ono,xtrm333,911,People & Blogs,142,92690,4.69,226,88,20,143.2,CnhRmoKD68w,nN2C6L9v2XM,sHF9NHjmJ7g,UxDY-hl-Z_g,C3lrBimZZrw,Jmv6uSfzPYA,6HIavxnUHls,onQgxcluSU4,y0YgH5E-5Q0,UZr9nGwggWI,m-Od_C4hju0,X3psNaZgcxI,4yxD3YvABDU,0gg0wOINjio,x78VbCo8m-Y,feXjdwJ1-kE,2rr4UfeEmS0,ycWgDMfZxi0,wfPWnTH-8ns,bDRx6YFCQT8
7h75O6j4HzM,cipher22,913,People & Blogs,166,3247,3.2,5,6,20,5.6,pIzvq7V8r6k,BD3uZUQZh1k,g9JBR5a0k7Q,8fSu6qaBLtM,-6d6qbJuIOs,XKun7a_9LGY,xwBK31tC5QM,Ns140_f1gsY,dF7cbKMJ-rg,k_7QgFUvpvM,85mHqNDlPgw,uo5UKVX92gU,qhXa5Qvnfk4,Ub4nR5UdqzE,24RaqeCIDqM,mWedQfF01oo,h5sxzVHC_Sk,G6R3BXx_lWc,Y7E7D4W5hrM,Uw9zjxQYJUE
rsm07QTM3hQ,cpdudecp,1246,People & Blogs,15,504,5,2,7,0,5,,,,,,,,,,,,,,,,,,,,
iCeUk8L514w,cpdudecp,1252,People & Blogs,232,994,3.29,7,37,20,25,aUfDdWFzzRI,GvZ2U_ArXiw,ENDPtdSZpSo,PeGkFl2CsB8,RRDU6kPyjhc,aPz7bXhxtEU,t7MlRIgimjw,Wy4VgGCauaY,NuDhMJQaxmc,AyZ4s-VMOEk,A6Zs1qnoRHg,YpnNhlCHFE4,7pGLS4dT_EA,2NbGadQzszU,SCwKPSAamjk,bjSQ0x6LTRc,nGfZRwizUKA,jrtAkKD8vnk,qfu6U0REW2I,S8fJ1jTna20
wQ942ZaKUjg,cpdudecp,1246,People & Blogs,70,327,5,1,11,0,7,,,,,,,,,,,,,,,,,,,,
ct_avWXv2H8,cpdudecp,1239,People & Blogs,95,491,5,3,13,20,9,3UyTTi19t-A,OonJR75lJSU,WKcGNXWDbLc,aBikdcPIHyc,dNLe0rRHz_8,JnfaC2jqKd8,nGfZRwizUKA,VJdv9sh8AA4,xfze64rotw0,xxh1q5I0nK0,9OWg88rSyRI,XwiiTY-TYuM,1WjHAiXfmxo,YpnNhlCHFE4,942GHWGYNr8,fd2Rb2L30gk,gK33ODOjlHU,sSgWKErfdNs,i-7R-q_lwT4,8p2QnRk8b0E
7pGLS4dT_EA,cpdudecp,1251,People & Blogs,112,660,1.67,3,25,20,16.2,-cxdDyzhFu0,kk8EYzEQbHU,aPz7bXhxtEU,t7MlRIgimjw,iCeUk8L514w,YpnNhlCHFE4,U3ZyQwTj4dY,Wy4VgGCauaY,cRav59rBosQ,NnFPOTexco0,8FBzfcVqjuw,Thvj_R5pI4Y,IEWGJw1BWgw,np1z1vl3j4c,jrtAkKD8vnk,iCAQuIAvvYA,zl6tS-dtNeM,jlAlTPrKlLM,UTSK7baTzhc,8p2QnRk8b0E
sBD83eRwQOQ,cpdudecp,1246,People & Blogs,141,452,5,5,10,20,8,OrKV5_ZYHh4,wQ942ZaKUjg,IEWGJw1BWgw,LjjfI7jPQEA,YmRCotAgzx4,3lqutpqCqJE,rsm07QTM3hQ,3UyTTi19t-A,cgyApg1BUzI,FtugsHFhhM8,vkCWqXSkHj8,k9DH3yb4CXs,2NbGadQzszU,8p2QnRk8b0E,t7MlRIgimjw,-cxdDyzhFu0,UTSK7baTzhc,gfrSbnBap4M,09i5umFF_iQ,h-EOa1XFdMw
aJ07nm7JR70,SPQ96,1160,People & Blogs,83,2166,5,2,6,20,4.4,IBsdNzHI7Ek,Quun4-WMdW4,BdjxDxq2dLg,7NRuA9rR8pU,IvTQRLoZxTs,Zwh7eQQ5OF4,4PZwXT7299w,z72-Jkutv6Y,LGSOtPXNXuA,2KEq3t_JTUk,UAwBA26MHTQ,gu_7HPVzaJs,Jt1pz6T5T4E,3rD1aWjJixc,JOCpE8XwxVk,51ei97Il1zM,jjK68_t09fA,3g0ddYs4zI0,1d08grNDvvE,TsBAHfTTlks
4OPWzVpx5MA,TurtleBeachVideos,918,People & Blogs,355,41530,4.68,56,114,20,90.8,scTeuC73MK8,GxvDPtejrpQ,67jLrhXnfXQ,Zd4U4IkKi10,rKv1rgCKZWc,LpVuoKn-DOA,kI07NUBwLdU,3wIwf2g7htg,jpuXNZb9Xhg,uxleQt9ZOjI,Ews3grm0huE,k4A8loscvXQ,QqcOhuUIRrk,NyoGxtnFo6w,hFXLWwr_BoA,zAHvLbFzdTI,2Oaz2AJlMDc,WrrKWaV2k0Q,6BB08DbKSr0,-FQG79eR3xI
ZNmxQQPHhZA,dmbertolami,1192,People & Blogs,324,1124,3.59,39,71,20,58.2,ZYq3v8bmuiY,K7Ue9ug2XiM,jBVzqQZpHCc,PZDpJ06skzE,UTTdORMIyew,DxouoXhw-WM,3P26QMo4-K4,i1oFvRJtIqQ,-XLXOHMXlB0,PRac9BrJDbk,kLdnW5Vi5wk,VZlLL5D2HO4,t0TLu_KlfYc,LrxHFMLLqKY,zqU80LNm4V4,eO3Ng44yIYA,rEbBNHcpzuM,7gXsdkZ3I5Y,mcONYgflCYU,_ILWbtFlM5I
5H2gWg1E75w,feedthefishy,1218,People & Blogs,74,20,0,0,2,0,1.2,,,,,,,,,,,,,,,,,,,,
AiYa78yb5ag,0midl0vey0u,1184,People & Blogs,541,17804,4.67,27,16,20,20.4,VLDFjdlRkGg,H7zTa_SJjSQ,nT_txGMvVgQ,bHPn4lGonN4,hf6P0ixv-MQ,QuAfxXV9YP0,NRTmzEhFLYI,yo8Zu_PuYoU,mZbWtvT10uE,hJ5y85-Dd9c,5gOhLwiRHPU,bGeL-PNeOqI,EecXgFKQtb8,CxTKzC9OMAs,zgMCaBub6jU,rVwR1s_8ie8,2HBSbKNq74o,WMkZHK0_Myw,IYxibOmtfQ0,IBcFAfJTeFg
ulH7DW2Bq9M,TredSmall,919,People & Blogs,421,58305,4.63,76,101,20,91,QDFttgfKBUU,UWyJJ5KLFI4,d3YzeUvzhkg,ob1kV4wOOB0,BiZY5milpjc,oFT59a1Uf8s,jPMIrloCMfg,is6xwEy5Jzc,bwQUUAuTT7g,rOMAP7lQEUc,UUfpCebOmFE,hfl8D2gBV8A,aOB30yI2DRQ,tz4AdY1kFXQ,DsVUo7HAdnM,waLhLr60P1s,ZnMg3mvzLQ0,jCApFuwygik,VD5iyXYUJwM,cxCZRqy4E5c
TIaBSq0W-p0,supernaturalgoddess,1242,People & Blogs,572,1247,5,8,4,20,5.6,YPg2Vof08dQ,nQyfaLd1Q54,-Ce26szgql4,hPkoXGmQNRY,OWpI01_yHWI,GZwsiw42JJ4,93CG0yPRezg,9oaTUUwcMjk,hn0N3ABQVpo,qVPLEs9r6FA,QjLJ-JPFT5Y,LwXtsgg61Zs,-rA5j44IAP0,A44eNz8-pcs,4CHq9BhNm6A,oFT59a1Uf8s,VtBmsvvh110,a8D57S7FUCE,n4x4OuKQdHU,p92pT_XsWL8
MFSkO_P5__E,alexsuze,1240,People & Blogs,143,1977,5,3,1,20,1.8,MUdV2Ep-f84,hPkoXGmQNRY,t11Sw8ETo8U,F9CdzUnqaR8,OzjpXB_kZMM,JmwzOwB2q1A,nUATV1v_jwY,aOB30yI2DRQ,qVPLEs9r6FA,AYnx9ybIkns,uZmGq1Hj9zs,bwQUUAuTT7g,2Rv9DPV-kyg,0yUEfqSFdZU,g3xoOAb_7j0,-OCpsEpj-xg,o_lVrNBZvs4,P9U3RTfXqnE,dLVg5ytH-Ss,Z5f5evmNBwM
UYpfgvoLBAI,alcoyano17,1185,People & Blogs,271,21871,4.64,84,34,20,54,LB3KK0nnYww,HTYXhkbdaRo,Lespyn5crXI,RvSigyHBHt8,T2GtpK0aiak,KR6HTwMov7E,9tAUBXbVqPQ,Fa6pz477tNk,zH_dMPnxPYo,kSFUeWANM6I,KiYAUQX7NTo,uLKxOrmnL4o,RwHRb0vuDIg,vrIy0_GPD_Q,Lit85fgkNq0,Zfr1Ew0CfL0,r820qF0ncbw,aV_aoAwXoA8,6Ou_k7u0L5g,GI1h84DZvZM
LvzUJ43m-yM,curi222,977,People & Blogs,559,1963,5,5,6,0,5.6,,,,,,,,,,,,,,,,,,,,
